755,"(1, 1, -3, 2)",-10529.837976256964,-10723.100411804377,-12174.139917002472,-10547.851032169565,-10677.410412712194,-13894.03467189218,-10537.40701888906,-10389.349178442757,-10223.819567762182
756,"(1, 1, -3, 3)",-10422.139200343074,-10730.659168755206,-10748.348305841975,-10444.288514303425,-10193.010919933502,-11855.710359051736,-10418.411988167865,-10460.455269006987,-12132.780020166034
757,"(1, 1, -3, 4)",-10870.149576248787,-10538.051766126433,-10901.375565874743,-10800.57487028209,-10534.54899678938,-10714.660186835234,-10807.949871021483,-14068.206326853337,-10127.891933988933
758,"(1, 1, -3, 5)",-10519.959290451518,-10134.447556610075,-10723.725546337895,-10692.445253864258,-10402.066085602837,-10959.32626786538,-10638.152912065587,-11522.793517275542,-11188.745838969893
759,"(1, 1, -2, -5)",-11205.219326249138,-10616.755156793311,-10088.615067773799,-12439.926403883082,-10876.48871765732,-10652.948144195698,-10718.04667219884,-10841.724622586336,-14170.145939111819
760,"(1, 1, -2, -4)",-11595.858301225626,-11153.446915601993,-10123.250161393315,-10596.340084167641,-10699.742889512929,-10627.59374058641,-10671.389444049226,-10673.892678233624,-10772.683564947089
761,"(1, 1, -2, -3)",-11402.93175821843,-10126.487980370786,-11546.348732398474,-10504.983409860455,-10573.216320722457,-10405.7063570868,-10715.178718415083,-11548.815266189878,-10535.715866574968
762,"(1, 1, -2, -2)",-11996.934176713976,-11075.135629838696,-10825.174717632392,-10885.492610726322,-11340.058764050716,-10582.983664380898,-9999,-10996.568889033215,-95.4720644828857
763,"(1, 1, -2, -1)",-10151.49707506082,-10211.256549068392,-10201.752703072249,-10115.689179706309,-10187.975670013908,-10153.009006136193,-10082.601335035877,-32.499133578870726,-307.23149069048264
764,"(1, 1, -2, 0)",-10857.555587804743,-11050.704299085177,-10514.00833414828,-10403.332941741955,-10390.830877466962,-10466.77426420373,-60.92908095947658,-974.1621373978799,-396.12683426421324
765,"(1, 1, -2, 1)",-10317.519915368091,-12569.924091171424,-10781.532699031814,-10446.167220246727,-10482.363302447287,-10412.119035267464,-4389.4085450550865,-1342.9946456695398,-101.42713407888604
766,"(1, 1, -2, 2)",-10431.018459107618,-11246.92916443924,-10749.437400192548,-10632.4543967119,-10471.275077769153,-10610.685473692858,-9999,-199.4030392299296,-9999
767,"(1, 1, -2, 3)",-10618.47925364331,-10304.978773667412,-14156.811361208753,-10832.096692711046,-11454.958909181054,-10560.835686365053,-1476.181878119676,-163.162334632546,-10564.457026006872
768,"(1, 1, -2, 4)",-10805.347915557279,-10313.400035908031,-11045.004149242503,-11150.91228100129,-10608.212903788926,-10958.541712286218,-127.56978010438772,-10435.983427951343,-10814.394080018932
769,"(1, 1, -2, 5)",-11156.516733038807,-11281.775431752012,-10543.950625493519,-10602.416368201271,-11442.34524370086,-11114.08950540748,-10458.545113421349,-10088.380756374969,-10694.28715723889
770,"(1, 1, -1, -5)",-10627.897054885056,-10261.32059314718,-10863.604905745831,-11147.62687004805,-12748.839031538828,-11009.696301148659,-10739.449543661733,-10961.043447638584,-10540.187080051146
771,"(1, 1, -1, -4)",-11936.629476762782,-12089.1353623543,-10953.944343359364,-10205.602269232144,-10969.10093497802,-10680.501187060581,-10701.793777857665,-10531.920914242206,-10874.843450261918
772,"(1, 1, -1, -3)",-11089.072518270217,-11741.204016045278,-10853.327226869209,-10891.88555017555,-10796.30739360603,-10088.315553236616,-10700.810154246925,-11513.136939924736,-10399.732689518865
773,"(1, 1, -1, -2)",-10789.364417479637,-11033.758433720954,-12426.698897355118,-10922.249672862212,-10570.78852807238,-59.26363726641768,-11036.645917164893,-11258.253980043242,-6733.906156350005
774,"(1, 1, -1, -1)",-10034.874928505315,-10030.128823213403,-10035.427247869375,-10030.394519517606,-63.741813465564135,-80.95539272073155,-10051.2426556231,-68.01310151772606,-57.23089126419569
775,"(1, 1, -1, 0)",-10032.152285651893,-10037.210833206567,-10037.29023340026,-72.7544988679556,-101.82889893252094,-103.06302185823284,-180.63515484866892,-86.52130034881037,-104.09465461193045
776,"(1, 1, -1, 1)",-11919.157862959604,-10583.633852401194,-10386.93669727455,-932.308289179264,-7889.308370556026,-1716.1708128551963,-3072.5202176231433,-290.3051220103781,-2231.8499418313413
777,"(1, 1, -1, 2)",-10502.830071760201,-11270.50925161318,-14263.25543285449,-3193.2151778166685,-2052.546216924614,-6165.551243468341,-4869.39879905381,-3578.7378192671727,-460.9118129178932
778,"(1, 1, -1, 3)",-10794.3675009895,-11407.03742560068,-10376.63192408574,-200.13413409164292,-2270.427120514218,-10250.780049115254,-4880.603128328939,-3159.6963115288654,-9999
779,"(1, 1, -1, 4)",-10319.523570902575,-10123.488077436788,-11424.625169319987,-3585.6115680516027,-10826.846887789588,-10928.452960216826,-117.76963590031951,-12067.46835861768,-9999
780,"(1, 1, -1, 5)",-11230.051863273822,-10826.121888004545,-10444.96625203866,-10074.574867342095,-10796.02174838172,-10279.281808898178,-10671.84685167031,-11452.377231959405,-10889.616547611226
781,"(1, 1, 0, -5)",-11373.453635785492,-10895.177470803694,-11423.017458736585,-11610.631270349739,-10903.316127082142,-10143.00461088639,-11341.441281253849,-10968.91222412116,-10995.257831855584
782,"(1, 1, 0, -4)",-12722.781170401493,-12887.895909828438,-10640.58378149035,-10992.156240978145,-10921.924624624153,-11107.99519969977,-10870.989960273546,-10220.781904033824,-10581.370502736638
783,"(1, 1, 0, -3)",-10154.371376864838,-10933.936377778744,-10772.818018962622,-10916.244300277081,-11266.981776202992,-10669.776379748295,-10846.381988406612,-11248.131034174949,-11493.614037093897
784,"(1, 1, 0, -2)",-11369.057204598634,-11036.37828585114,-7732.5560291586335,-11133.867797445888,-10717.352675265074,-1852.2374499140656,-11034.299060624855,-11331.979135172387,-208.99686876422476
785,"(1, 1, 0, -1)",-10049.175395976457,-48.89007193182247,-135.869586630489,-10076.051275080457,-145.0500546318607,-211.40440326389012,-10066.312508635463,-141.56644552919724,-296.44487483385404
786,"(1, 1, 0, 0)",-38.49882023751218,-121.00098488974686,-120.58311665710012,-90.37824973872792,-101.40515451345318,-88.08416548449513,-395.12234080590224,-534.0131181390904,-87.89753302530681
787,"(1, 1, 0, 1)",-1161.2754587498487,-85.35597696140984,-3602.3175681519106,-2398.3717092415372,-4015.7421528042632,-9999,-2876.3612592184945,-1218.7929700507045,-4402.699289335972
788,"(1, 1, 0, 2)",-2223.4137859546972,-205.72474088892181,-5346.438848716296,-5987.753440399808,-7026.165565513921,-9999,-6280.201136511816,-9212.311852801082,-1760.18422884807
789,"(1, 1, 0, 3)",-234.5526618955102,-5003.0069027294985,-10307.875530583991,-4599.020929147391,-3901.3136117086174,-10009.843497748416,-8968.774909899175,-4005.8261789581093,-13073.272704666526
790,"(1, 1, 0, 4)",-197.1471217429666,-10356.551161324862,-10830.209868464499,-6876.515669665192,-10519.840420121513,-10684.153729784433,-1891.0631116602208,-10225.417513422122,-10108.658258186826
791,"(1, 1, 0, 5)",-10597.32328636488,-10648.017240425552,-10371.097744992534,-12491.943271920354,-10456.537803406904,-10126.752174888159,-10444.841101716192,-10504.46446218206,-11046.004232783562
792,"(1, 1, 1, -5)",-10619.079590071084,-10119.781494400197,-12749.087159123095,-10849.482511516375,-10646.603159458751,-10545.365137551937,-11588.542679264276,-10540.793450178542,-10598.450759167774
793,"(1, 1, 1, -4)",-10976.109736130382,-10516.480054499387,-10083.036774653101,-11051.63418293881,-10728.338386066478,-11963.015521377989,-10847.592779449838,-10728.679671161812,-10939.494284521132
794,"(1, 1, 1, -3)",-10752.570259346105,-10162.157351037737,-10486.482992486674,-10456.563691846022,-10484.113673472104,-10707.511147543279,-10935.687137070763,-11746.221481825194,-10954.879250498823
795,"(1, 1, 1, -2)",-10771.290193247516,-10822.124728066765,-1917.3333495913123,-10607.903825133468,-12483.29623786343,-189.90620465650406,-10288.623171189352,-11160.370375176008,-5756.841766109281
796,"(1, 1, 1, -1)",-10202.06087444976,-7904.944885138406,-143.1837858031191,-15165.623472949708,-7637.302055038677,-3664.4620248841165,-11034.445205827265,-3729.5245466832484,-4044.7357460764288
797,"(1, 1, 1, 0)",-1990.9345008510868,-1943.8277977453831,-519.4245723418463,-4617.641796301648,-2678.343664612034,-5409.645135768399,-7864.029620046131,-5721.267200016189,-7974.2294305065925
798,"(1, 1, 1, 1)",-124.40484368261568,-2860.5347437419123,-5665.098258348946,-4243.587913029012,-2381.658313545544,-4448.626017538943,-8926.147520810311,-3159.866851880617,-9287.16824788849
799,"(1, 1, 1, 2)",-9999,-4856.935620598017,-91.77203041060551,-3104.530779493095,-3048.0594742480484,-5310.434521825146,-4543.55075832507,-5302.268785556113,-9999
800,"(1, 1, 1, 3)",-9999,-96.86431364303837,-9999,-3662.5282819421745,-9999,-11230.152022347675,-5339.5646298379,-4094.8071534519204,-10063.76036652699
801,"(1, 1, 1, 4)",-2864.767218313894,-10959.864829309949,-11196.737610212307,-150.739219885565,-11410.511222831878,-10557.335817334097,-3199.9171002522075,-9999,-15215.921133785778
802,"(1, 1, 1, 5)",-13143.85778630502,-10968.557255771479,-11119.314991789892,-10279.811415410157,-11247.772847137423,-11063.23788315329,-11550.79124955961,-11325.592077611864,-11008.92945067823
803,"(1, 1, 2, -5)",-11377.60618619884,-10846.352804449756,-10935.2149626671,-10595.101473911725,-10478.248810103902,-11351.451840538406,-11883.792463933238,-12347.59814010958,-10155.380313913329
804,"(1, 1, 2, -4)",-12421.478713383209,-11056.07490950996,-10729.815515682149,-10632.586219616263,-10869.802775838403,-10863.4046501207,-12667.084468353154,-11013.64939731219,-10202.631521517314
805,"(1, 1, 2, -3)",-10154.0949653784,-12665.884330876714,-10445.011946567882,-12683.967604964038,-14036.361095700846,-10795.229601508197,-11717.147948808148,-10624.132085775713,-11090.934752977328
806,"(1, 1, 2, -2)",-12835.102508959199,-10563.274299890201,-266.81981162033475,-12158.02403316844,-10362.78009652627,-6877.008244097335,-11192.072814311176,-10531.663076259872,-9999
807,"(1, 1, 2, -1)",-10763.374600573465,-505.75564678893505,-7374.427534377385,-9999,-2962.2938388862563,-4316.772359690999,-9999,-3781.826480985518,-7051.026117635836
808,"(1, 1, 2, 0)",-9999,-7532.835770336672,-1522.0937842400256,-4434.085350861522,-7049.159614341652,-9039.473012844233,-4695.796099823455,-7565.010724535309,-9999
809,"(1, 1, 2, 1)",-575.2907396162889,-2860.9828085528243,-6569.3696816692955,-9029.399524185399,-4954.665680721839,-8258.92735619964,-7688.699893136854,-9266.010924429993,-7973.23021115777
810,"(1, 1, 2, 2)",-9667.354525538143,-6237.590474518531,-5146.422436129921,-4584.016591156325,-9999,-263.05662563075356,-10230.225236396203,-6655.433905125814,-2769.8914498633726
811,"(1, 1, 2, 3)",-9999,-964.5508834984385,-13479.746783463106,-3070.815345850341,-4216.8723867823255,-9999,-4782.46129647733,-198.25144758756178,-10926.02805839666
812,"(1, 1, 2, 4)",-4503.44092982983,-10591.260101159216,-10209.608795342388,-2524.578582033748,-10698.930844052273,-10873.160231108603,-203.84832910007316,-11486.27023050586,-11702.500075074147
813,"(1, 1, 2, 5)",-11368.68059362382,-10844.169473777676,-11039.718364511436,-11175.451748029653,-12564.590097178476,-10694.920138473326,-10758.70305100248,-10274.443666836232,-11093.275397665313
814,"(1, 1, 3, -5)",-11123.23947224881,-10872.31903411744,-11786.082484120785,-10979.861344693141,-10623.41307661126,-13658.170447060524,-10479.16629794831,-10239.949625579615,-10630.079718533007
815,"(1, 1, 3, -4)",-10232.083067533607,-12171.38207054045,-10797.257845940796,-10603.587123823398,-11327.830882770542,-10794.01208275396,-12286.082424216946,-11390.11986161618,-13384.63688990146
816,"(1, 1, 3, -3)",-10574.736440562856,-10320.67470906128,-10932.763596506436,-10984.588791784874,-10777.11199642177,-10674.259714507716,-10235.613344904836,-10500.627936145343,-11156.14550202974
817,"(1, 1, 3, -2)",-10377.759429192758,-9999,-8179.09321875427,-11261.460825195563,-10734.582114185092,-2161.8840999745216,-10616.300105086562,-11772.561587493494,-6007.203809265872
818,"(1, 1, 3, -1)",-11163.28531143984,-9999,-6972.443924161722,-11287.228668385393,-2938.4794786264665,-8204.54633865766,-12135.792202149212,-8003.414856308284,-7047.731862316332
819,"(1, 1, 3, 0)",-4333.15654573654,-7428.332846778106,-3700.988725890424,-6212.923247997135,-8179.707242157032,-10951.672871115388,-9999,-6366.255635716792,-4041.4887887765494
820,"(1, 1, 3, 1)",-9653.22496209588,-4012.0847697210374,-6401.4987881633415,-7506.178886420814,-8649.882238069911,-9387.783350473554,-6527.198193971422,-6692.0259462820895,-7755.537140207384
821,"(1, 1, 3, 2)",-6561.30667797546,-4807.719413987528,-4586.373014016456,-9999,-7857.217999871755,-9999,-6204.530075783534,-7744.969093530743,-4371.362863177039
822,"(1, 1, 3, 3)",-4659.600079468662,-1676.778235568208,-10910.9653614101,-9516.055849075794,-3956.5112218845206,-12270.655257480641,-327.522059226284,-1763.1572735345885,-10685.969736754998
823,"(1, 1, 3, 4)",-8065.743723307043,-10971.053578984083,-10575.855505318723,-167.42209839622865,-11655.156443753427,-10190.911898656437,-9999,-9999,-11369.298681321106
824,"(1, 1, 3, 5)",-10760.012265824023,-10581.417947128388,-10780.949451767743,-10088.326835322287,-10915.927160445577,-11305.076098200921,-11086.086373109103,-10646.327616528597,-11291.240684906548
825,"(1, 1, 4, -5)",-11042.381381425257,-11100.290365323122,-11147.42060973597,-11342.320975853352,-10750.36649665659,-10949.297985474153,-11156.349365966873,-12159.929095759206,-10159.309107628724
826,"(1, 1, 4, -4)",-10985.126270289931,-10734.665435652878,-11042.931257033175,-10644.105489267526,-10274.269694714616,-10724.242023650095,-10766.206238098754,-10543.968763301691,-11755.394335945488
827,"(1, 1, 4, -3)",-11422.520026885955,-10886.861968477482,-12295.71134225275,-12930.748076213125,-10623.936634126896,-11848.154219590531,-11103.640780206042,-10144.261035323316,-16433.32883034456
828,"(1, 1, 4, -2)",-11560.751975034866,-10735.760935619019,-3731.4627136130985,-11951.356776659457,-14080.031279885912,-4863.972419484273,-10032.0044176862,-9999,-14632.728121389133
829,"(1, 1, 4, -1)",-12856.785265714825,-6374.390806271657,-7046.74412732801,-9999,-5853.842442761087,-6457.7262882718005,-13326.60396781368,-10614.102159120624,-13446.336399746775
830,"(1, 1, 4, 0)",-9999,-7502.97361785054,-8244.300685794768,-6500.118913942808,-4782.140890247246,-2002.8569951975262,-13095.54883695776,-15728.50833224611,-11877.115845489634
831,"(1, 1, 4, 1)",-8902.484491421452,-8801.733499736945,-7276.50272812607,-3348.291767738616,-3558.8830847388535,-446.0077629126945,-13744.43641178325,-13320.200749305575,-11021.372945340401
832,"(1, 1, 4, 2)",-6311.830734473984,-8752.006435250956,-4364.3110730690005,-9999,-319.9589176895457,-3601.791820193719,-14247.964291562119,-10753.421653136606,-11479.461602332696
833,"(1, 1, 4, 3)",-8501.312101480895,-9999,-11307.162167310587,-9999,-255.21650441953236,-10840.618814652125,-10995.839721352197,-10171.347518232576,-11832.813144888964
834,"(1, 1, 4, 4)",-4069.8165808873455,-10782.5392720771,-12547.89757948549,-233.25475295098198,-9999,-11201.460682740442,-11210.969674286494,-10507.876187484435,-9999
835,"(1, 1, 4, 5)",-12077.156972587256,-10710.61611691801,-10712.349409044675,-11413.668364809513,-12544.001599986765,-10754.447001882838,-10786.401611721882,-12218.24210105424,-10165.994270452884
836,"(1, 1, 5, -5)",-11873.87311221701,-11951.543149662442,-10589.405258038061,-10866.17054060924,-10698.78064663053,-10601.70402117195,-11351.412356640258,-10134.292594870545,-11944.410863860814
837,"(1, 1, 5, -4)",-11036.357879518026,-10990.435875520785,-11587.699771530479,-10383.098663980687,-10926.46441458466,-11195.2188937712,-10943.870638623037,-14364.669726333881,-11637.302518233153
838,"(1, 1, 5, -3)",-10233.371769447453,-11043.674150730774,-14439.022976878356,-11554.902420477227,-10972.887388665764,-11387.837311190971,-11050.45849674976,-11694.351332002363,-14788.299624842977
839,"(1, 1, 5, -2)",-10377.640625512657,-16441.741561709718,-5203.708405431596,-10517.628857811123,-9999,-12760.37354793137,-11738.606936175318,-12238.722142482333,-16348.586680838085
840,"(1, 1, 5, -1)",-10537.749662235437,-3478.0617231854812,-6375.348768272919,-15197.186013420778,-10046.865910366312,-14269.197116987636,-12460.152463046057,-12639.491893898987,-10138.75024266019
841,"(1, 1, 5, 0)",-6785.778569859088,-4099.13144530709,-9285.449943001153,-15005.590988628475,-15218.423645126915,-13222.83050605788,-13178.294655827262,-13239.418870645492,-14134.628824619695
842,"(1, 1, 5, 1)",-9999,-1458.5731528801616,-5226.72041979688,-13687.241260107588,-12404.961753570147,-13785.30507987262,-16678.901887964592,-11325.174294068913,-10989.017779406488
843,"(1, 1, 5, 2)",-5731.226210841431,-734.2166916162901,-2772.0466465223158,-9999,-12078.113991347136,-11641.75708870307,-14070.34259306955,-10967.506165151384,-10625.053794459645
844,"(1, 1, 5, 3)",-310.38299859345324,-5433.500071897873,-10370.123094788723,-12729.764980126594,-9999,-9999,-10950.82246388466,-11920.955831556668,-10923.828224672456
845,"(1, 1, 5, 4)",-225.67641329806338,-11777.281431388192,-10948.39829489772,-11143.301341843475,-9999,-10875.544340996581,-10096.835010652074,-10645.99033173956,-10946.316146702593
846,"(1, 1, 5, 5)",-11333.842908739924,-10886.412819156436,-11065.572188593786,-11138.74934263558,-12384.968583039,-10618.798145775949,-11304.304641598363,-10174.016743827362,-10709.426315595707
847,"(1, 2, -5, -5)",-10584.365270334154,-11789.902817942568,-10981.953858705396,-10685.776147041746,-10164.72406865521,-11006.903814337427,-10809.97845120948,-11387.746539960108,-11441.21398190259
848,"(1, 2, -5, -4)",-10638.71027077316,-10724.051084295645,-10773.840610829157,-10478.005273783863,-13315.944220399655,-11829.6104911091,-10151.633671604692,-11092.519079630585,-11478.709788009864
849,"(1, 2, -5, -3)",-11537.902477699068,-10709.505946182699,-10935.87633313002,-10451.217593891875,-10491.190646017476,-10103.254971479813,-12027.20914654252,-11217.125085283718,-10699.679852318426
850,"(1, 2, -5, -2)",-10746.787734252082,-10544.505918727209,-10192.26619369623,-10815.192151335035,-10601.510589274932,-11147.350467426455,-10348.877128999833,-12837.689859126358,-10505.760322648941
851,"(1, 2, -5, -1)",-10134.592832732646,-10908.319398918064,-11566.770079882986,-10989.22529235452,-10602.661023967605,-10476.076551703558,-10940.671302232617,-11046.977690824102,-10891.050293407603
852,"(1, 2, -5, 0)",-13179.714695857247,-12017.410368605944,-10671.268649079862,-10996.682619589088,-12004.730138889678,-10180.067522389776,-10700.359699859662,-11117.410110758754,-10770.469248602303
853,"(1, 2, -5, 1)",-12081.445691964975,-11086.691631359501,-10907.87899230113,-10759.107448959176,-11252.29852098438,-11009.284906151877,-11352.593172640329,-10215.907831919949,-10823.057250672884
854,"(1, 2, -5, 2)",-10803.553646332353,-11284.65114421652,-11055.098365333328,-10131.64821875414,-11269.03862295843,-11619.103594777926,-10786.545173228571,-10706.260731962964,-10640.55547384225
855,"(1, 2, -5, 3)",-10656.174286270796,-11262.881367973358,-10683.650940033276,-10689.981732149721,-10927.492367689885,-10760.62363149256,-10154.684540614604,-11012.685993482712,-11084.754290839293
856,"(1, 2, -5, 4)",-10174.307967122595,-12488.728452965224,-11601.727105959864,-10729.580558485559,-12154.450312359175,-10565.292155103782,-10514.675838235931,-10676.656948240392,-10528.698714423745
857,"(1, 2, -5, 5)",-11088.990571698007,-11056.662762325932,-10953.94860893751,-10551.520208870501,-11334.856252382768,-11260.086071403337,-10130.516814290586,-11440.031315824075,-11612.333117043241
858,"(1, 2, -4, -5)",-11000.328285146796,-10676.385456878756,-12272.288232498988,-10917.57238589268,-10769.240092641372,-11291.756017473452,-10165.406971175633,-11055.609983474238,-12825.663807758552
859,"(1, 2, -4, -4)",-11136.279658916537,-10656.909288851928,-10580.599988647653,-10588.733130671571,-10564.433854465446,-10775.219945035858,-10558.1684304668,-10702.104031028874,-10124.897751725835
860,"(1, 2, -4, -3)",-10601.322288118612,-10664.187878855804,-10485.509119225926,-10740.812602732512,-11941.245626585076,-10099.334290927929,-10692.340105324092,-10709.773356612031,-10768.145385840045
861,"(1, 2, -4, -2)",-10935.039522412319,-10617.025162014848,-11062.513938312108,-11188.198693481037,-11667.922460598807,-11642.67906791338,-10749.8903438638,-10148.836793745979,-10723.733371328794
862,"(1, 2, -4, -1)",-10517.262282368256,-12212.161912549896,-11036.597856512022,-10451.74480929574,-10138.376303966765,-10616.605649608438,-11075.53432007404,-10713.64111250865,-10960.351279033437
863,"(1, 2, -4, 0)",-10573.146942065141,-10479.6708617762,-10598.74903082483,-10913.01153083557,-10137.774304740396,-10797.108181348372,-10766.561489571113,-10856.53307557737,-11499.036353811856
864,"(1, 2, -4, 1)",-11543.079025552643,-10963.171202883928,-10111.126466423075,-10669.220831734085,-10773.259804668583,-10872.68355778809,-10674.213491684848,-10947.64388730379,-10670.280508768514
865,"(1, 2, -4, 2)",-13365.350803820897,-10693.90692372025,-11009.15070891321,-11114.556214139162,-10135.44858442787,-10512.972362623663,-10656.399529454637,-10430.153194280074,-10496.727019759277
866,"(1, 2, -4, 3)",-10465.602845605637,-11194.901816615034,-10810.292401033195,-12973.353787023181,-10653.38299555921,-10580.488693168692,-10541.27643485467,-10152.82957461309,-10671.685942707445
867,"(1, 2, -4, 4)",-10825.16244857892,-11575.495668688742,-11235.00709530755,-10815.320332855601,-11182.09314255177,-10124.344633893743,-11559.423166332594,-10988.014729435827,-10874.365106629222
868,"(1, 2, -4, 5)",-12390.747415203141,-10542.186938500978,-13065.793582987493,-10843.96376520879,-10646.800170179695,-10742.853543638736,-11706.324569515633,-10176.142411510715,-10653.653185975492
869,"(1, 2, -3, -5)",-11620.183627847618,-11400.32664007298,-10631.171057690459,-10991.472760359477,-10622.26791065974,-10620.750199067645,-11048.795729395939,-10070.165793253791,-10718.955641566547
870,"(1, 2, -3, -4)",-10611.520815147467,-10947.245412450246,-10852.287953368716,-10574.193801120551,-10875.260037102757,-11066.32020931486,-10880.981502321321,-11556.0327207393,-10131.115305676894
