800,"(1, 1, 1, 3)",-9999,-9999,-9999,-9999,-118.7380411,-9999,-9999,-9999,-9999,,,
801,"(1, 1, 1, 4)",-1048.889237,-9999,-9999,-9999,-10058.4744,-9999,-9999,-9999,-9999,,,
802,"(1, 1, 1, 5)",-10217.81448,-10008.70558,-10075.14102,-10170.06681,-9999,-10058.02509,-10041.01236,-9999,-9999,,,
803,"(1, 1, 2, -5)",-10035.86031,-10027.57129,-10018.26257,-10021.85619,-9999,-9999,-9999,-9999,-9999,,,
804,"(1, 1, 2, -4)",-10118.50032,-9999,-9999,-9999,-9999,-9999,-10117.76134,-9999,-9999,,,
805,"(1, 1, 2, -3)",-10033.04695,-11607.03926,-10010.68962,-10020.02646,-10261.35118,-9999,-9999,-9999,-9999,,,
806,"(1, 1, 2, -2)",-10038.78464,-10168.82748,-1070.56788,-9999,-10058.53918,-9999,-9999,-10851.16968,-9999,,,
807,"(1, 1, 2, -1)",-10080.49966,-251.9395768,-9999,-10032.25009,-9999,-9999,-9999,-9999,-9999,,,
808,"(1, 1, 2, 0)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-991.6935874,,,
809,"(1, 1, 2, 1)",-9999,-9999,-37.20700222,-9999,-2048.748524,-1027.587234,-9999,-9999,-9999,,,
810,"(1, 1, 2, 2)",-9999,-9999,-9999,-9999,-9999,-9999,-7054.952048,-9999,-9999,,,
811,"(1, 1, 2, 3)",-9999,-9999,-9999,-17.62980842,-9999,-9999,-9999,-9999,-9999,,,
812,"(1, 1, 2, 4)",-9999,-9999,-9999,-171.3336415,-9999,-9999,-9999,-9999,-9999,,,
813,"(1, 1, 2, 5)",-10044.53115,-10010.19087,-9999,-9999,-9999,-9999,-10636.63017,-9999,-9999,,,
814,"(1, 1, 3, -5)",-9999,-9999,-9999,-9999,-9999,-11611.5435,-9999,-9999,-9999,,,
815,"(1, 1, 3, -4)",-10012.05317,-9999,-9999,-9999,-9999,-10009.82099,-9999,-9999,-9999,,,
816,"(1, 1, 3, -3)",-10217.5797,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10047.1418,,,
817,"(1, 1, 3, -2)",-10188.36056,-9999,-9999,-10011.88606,-9999,-9999,-9999,-9999,-9999,,,
818,"(1, 1, 3, -1)",-10540.3494,-106.7158003,-9999,-9999,-9999,-9999,-16298.37,-9999,-9999,,,
819,"(1, 1, 3, 0)",-9999,-9999,-6403.453345,-9999,-9999,-9999,-9999,-9999,-7300.17,,,
820,"(1, 1, 3, 1)",-9999,-9999,-9999,-9999,-7065.695343,-9999,-9999,-9999,-9999,,,
821,"(1, 1, 3, 2)",-9999,-9999,-9999,-7300.17,-9999,-152.9997584,-9999,-9999,-9999,,,
822,"(1, 1, 3, 3)",-135.2692206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10156.69524,,,
823,"(1, 1, 3, 4)",-9999,-9999,-9999,-9999,-9999,-9999,-339.1371662,-9999,-9999,,,
824,"(1, 1, 3, 5)",-10069.25315,-10022.27659,-10092.41327,-10042.23684,-10070.99743,-10585.00419,-9999,-9999,-9999,,,
825,"(1, 1, 4, -5)",-9999,-9999,-9999,-9999,-9999,-9999,-10021.34255,-9999,-9999,,,
826,"(1, 1, 4, -4)",-10034.31965,-10263.59608,-10020.809,-10144.77214,-10009.11797,-10183.0273,-9999,-9999,-9999,,,
827,"(1, 1, 4, -3)",-10060.11586,-9999,-9999,-9999,-9999,-10014.07591,-9999,-9999,-9999,,,
828,"(1, 1, 4, -2)",-9999,-9999,-936.8746044,-9999,-9999,-9999,-9999,-9999,-16298.37,,,
829,"(1, 1, 4, -1)",-16298.37,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16298.37,,,
830,"(1, 1, 4, 0)",-9999,-7299.27,-9999,-323.8434377,-9999,-9999,-9999,-9999,-9999,,,
831,"(1, 1, 4, 1)",-7299.27,-9999,-9999,-9999,-9999,-196.7334269,-9999,-10012.14281,-9999,,,
832,"(1, 1, 4, 2)",-7332.369498,-9999,-9999,-9999,-9999,-9999,-9999,-10082.70882,-9999,,,
833,"(1, 1, 4, 3)",-9999,-9999,-9999,-9999,-353.8704529,-9999,-9999,-9999,-9999,,,
834,"(1, 1, 4, 4)",-9999,-9999,-9999,-1019.707186,-9999,-9999,-9999,-9999,-9999,,,
835,"(1, 1, 4, 5)",-10102.06127,-10036.03834,-10011.67933,-10027.45754,-9999,-9999,-9999,-9999,-9999,,,
836,"(1, 1, 5, -5)",-12786.46369,-10004.28117,-10037.12292,-9999,-9999,-10082.55366,-9999,-9999,-9999,,,
837,"(1, 1, 5, -4)",-10214.09147,-10010.05455,-10942.45739,-10005.99303,-9999,-9999,-9999,-9999,-9999,,,
838,"(1, 1, 5, -3)",-10047.17064,-10276.05203,-9999,-10103.5292,-9999,-9999,-9999,-9999,-9999,,,
839,"(1, 1, 5, -2)",-10055.25885,-10017.67465,-1010.922372,-9999,-9999,-9999,-10053.82088,-9999,-9999,,,
840,"(1, 1, 5, -1)",-10053.51301,-1717.354619,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
841,"(1, 1, 5, 0)",-150.9379518,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
842,"(1, 1, 5, 1)",-6938.828485,-9999,-9999,-9999,-9999,-9999,-16298.37,-9999,-9999,,,
843,"(1, 1, 5, 2)",-9999,-463.8888948,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
844,"(1, 1, 5, 3)",-9999,-118.6131704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
845,"(1, 1, 5, 4)",-1015.115252,-9999,-9999,-9999,-9999,-9999,-10012.2867,-9999,-9999,,,
846,"(1, 1, 5, 5)",-10068.63607,-10030.6751,-9999,-9999,-9999,-9999,-9999,-9999,-11639.38309,,,
847,"(1, 2, -5, -5)",-10080.90983,-10022.48262,-10018.587,-10011.58861,-10009.10457,-9999,-9999,-10281.01905,-9999,,,
848,"(1, 2, -5, -4)",-10053.3508,-10052.68879,-10335.36211,-9999,-9999,-9999,-9999,-9999,-9999,,,
849,"(1, 2, -5, -3)",-10013.33559,-10036.83293,-10053.82954,-10014.45835,-10065.04169,-10015.5451,-9999,-9999,-9999,,,
850,"(1, 2, -5, -2)",-10451.77832,-10226.22307,-10081.15128,-12557.70853,-9999,-9999,-9999,-9999,-9999,,,
851,"(1, 2, -5, -1)",-10006.25856,-10011.45194,-10014.32663,-10148.42427,-10047.84365,-9999,-9999,-9999,-9999,,,
852,"(1, 2, -5, 0)",-10017.33964,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10239.58852,,,
853,"(1, 2, -5, 1)",-10053.16492,-10012.9022,-10003.16654,-9999,-9999,-9999,-9999,-10293.52311,-9999,,,
854,"(1, 2, -5, 2)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10042.3644,-9999,,,
855,"(1, 2, -5, 3)",-10190.89339,-9999,-9999,-10043.91003,-9999,-9999,-9999,-9999,-9999,,,
856,"(1, 2, -5, 4)",-10014.69189,-9999,-9999,-9999,-9999,-9999,-9999,-10155.28011,-9999,,,
857,"(1, 2, -5, 5)",-10060.92634,-10016.15565,-10031.63244,-10010.7795,-10205.21592,-10004.10576,-10177.85763,-9999,-9999,,,
858,"(1, 2, -4, -5)",-10049.92857,-10084.10493,-10008.93385,-10004.65722,-10025.7575,-9999,-9999,-9999,-10229.6502,,,
859,"(1, 2, -4, -4)",-10062.30939,-10005.62922,-10029.30049,-10051.16077,-10024.27674,-10048.40743,-10354.73528,-9999,-9999,,,
860,"(1, 2, -4, -3)",-10007.39884,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
861,"(1, 2, -4, -2)",-10135.30341,-10006.84222,-10036.69321,-10114.83815,-10131.54505,-9999,-10012.28936,-9999,-9999,,,
862,"(1, 2, -4, -1)",-10006.40027,-9999,-9999,-9999,-9999,-10046.47739,-9999,-9999,-9999,,,
863,"(1, 2, -4, 0)",-10074.19991,-10040.24146,-10069.61666,-9999,-10032.2672,-9999,-9999,-9999,-9999,,,
864,"(1, 2, -4, 1)",-10014.91954,-10003.88587,-10006.34274,-10369.81936,-10077.25605,-9999,-9999,-9999,-9999,,,
865,"(1, 2, -4, 2)",-10014.52353,-9999,-9999,-9999,-9999,-9999,-9999,-10017.88649,-9999,,,
866,"(1, 2, -4, 3)",-10030.09618,-10005.95947,-10097.42566,-10055.73339,-10012.07194,-9999,-9999,-9999,-9999,,,
867,"(1, 2, -4, 4)",-10458.37676,-10025.03631,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
868,"(1, 2, -4, 5)",-11591.07342,-10027.38524,-10137.32564,-9999,-9999,-9999,-9999,-9999,-10005.89722,,,
869,"(1, 2, -3, -5)",-10008.03206,-10012.39194,-10206.98735,-9999,-9999,-9999,-9999,-9999,-9999,,,
870,"(1, 2, -3, -4)",-10045.1455,-10189.29751,-11588.0054,-10007.00148,-9999,-9999,-9999,-10075.38062,-9999,,,
871,"(1, 2, -3, -3)",-11122.52494,-11138.82388,-10022.38571,-10143.14972,-10029.36045,-9999,-9999,-9999,-9999,,,
872,"(1, 2, -3, -2)",-10009.88087,-10013.78212,-10035.87902,-9999,-9999,-10026.4376,-9999,-9999,-9999,,,
873,"(1, 2, -3, -1)",-10041.15548,-10018.48274,-10016.61168,-10016.46594,-10116.18541,-10011.47388,-10022.59269,-10037.78837,-10187.9592,,,
874,"(1, 2, -3, 0)",-10123.63993,-10051.98343,-9999,-9999,-9999,-9999,-10040.79035,-9999,-9999,,,
875,"(1, 2, -3, 1)",-10013.20808,-10016.41474,-9999,-9999,-9999,-10273.14791,-9999,-9999,-9999,,,
876,"(1, 2, -3, 2)",-10076.82953,-10008.43541,-9999,-9999,-9999,-9999,-9999,-10124.99143,-9999,,,
877,"(1, 2, -3, 3)",-11584.32679,-10069.77074,-10092.94039,-10004.98386,-9999,-9999,-9999,-9999,-10076.49479,,,
878,"(1, 2, -3, 4)",-10012.34279,-10234.97665,-10072.08215,-9999,-9999,-9999,-10020.0678,-9999,-9999,,,
879,"(1, 2, -3, 5)",-10029.76617,-10115.61846,-10016.33029,-10017.57032,-9999,-9999,-10294.29715,-9999,-9999,,,
880,"(1, 2, -2, -5)",-10243.4428,-10082.83953,-10025.93806,-10039.578,-11751.22237,-9999,-9999,-9999,-9999,,,
881,"(1, 2, -2, -4)",-10050.18493,-10049.9164,-10027.91552,-10055.74876,-9999,-9999,-9999,-9999,-9999,,,
882,"(1, 2, -2, -3)",-10003.54205,-10126.95115,-10013.38178,-9999,-9999,-9999,-9999,-9999,-9999,,,
883,"(1, 2, -2, -2)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-239.5433769,-9999,,,
884,"(1, 2, -2, -1)",-10012.83099,-10035.03305,-10039.42018,-10413.32885,-10102.61397,-10211.95159,-426.3735136,-326.3168441,-194.6481914,,,
885,"(1, 2, -2, 0)",-10045.20263,-10017.03838,-10012.75309,-10190.14135,-10130.78504,-10101.4383,-1764.244357,-8.83675733,-1778.426325,,,
886,"(1, 2, -2, 1)",-10009.20783,-10005.48256,-10059.82288,-9999,-9999,-9999,-9999,-9999,-9999,,,
887,"(1, 2, -2, 2)",-10021.30694,-10028.32226,-9999,-11214.51021,-9999,-10004.86266,-9999,-9999,-9999,,,
888,"(1, 2, -2, 3)",-10012.55514,-9999,-9999,-9999,-9999,-12672.97633,-9999,-9999,-9999,,,
889,"(1, 2, -2, 4)",-10058.1428,-10078.66323,-9999,-9999,-10081.86005,-9999,-9999,-9999,-9999,,,
890,"(1, 2, -2, 5)",-10009.50836,-10003.55454,-10142.81514,-10119.26921,-10028.86782,-9999,-10032.16859,-9999,-9999,,,
891,"(1, 2, -1, -5)",-10218.83035,-10036.72889,-11115.5215,-9999,-9999,-9999,-9999,-9999,-9999,,,
892,"(1, 2, -1, -4)",-10017.64362,-10040.76768,-10038.78959,-9999,-9999,-9999,-9999,-10041.04628,-9999,,,
893,"(1, 2, -1, -3)",-12553.07129,-10336.20241,-10046.76511,-10023.98182,-9999,-9999,-9999,-9999,-9999,,,
894,"(1, 2, -1, -2)",-10029.83949,-10006.93501,-9999,-10042.11342,-9999,-9999,-9999,-9999,-9999,,,
895,"(1, 2, -1, -1)",-10019.70004,-10028.42425,-10006.97449,-193.8719449,-3983.051118,-1633.627247,-230.1830923,-6390.214853,-5.187431507,,,
896,"(1, 2, -1, 0)",-11005.85459,-10198.33932,-11286.90224,-398.1567555,-1012.689439,-15.15178263,-6996.293482,-1217.707688,-293.9293786,,,
897,"(1, 2, -1, 1)",-10012.99991,-10268.55027,-10057.84097,-18.42733128,-240.1890255,-1222.959946,-1104.83913,-6313.276985,-1597.655475,,,
898,"(1, 2, -1, 2)",-10034.88508,-10006.252,-11636.12816,-1066.849329,-9999,-9999,-9999,-9999,-9999,,,
899,"(1, 2, -1, 3)",-10009.34584,-10024.83229,-10007.93027,-9999,-9999,-9999,-9999,-9999,-9999,,,
900,"(1, 2, -1, 4)",-10015.58935,-10314.58288,-10210.09886,-11949.57037,-9999,-9999,-9999,-9999,-9999,,,
901,"(1, 2, -1, 5)",-10118.39069,-9999,-9999,-9999,-9999,-9999,-10021.43814,-9999,-9999,,,
902,"(1, 2, 0, -5)",-10008.39141,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10119.37592,,,
903,"(1, 2, 0, -4)",-10035.2872,-10115.25039,-10016.93541,-10018.52735,-9999,-9999,-9999,-9999,-9999,,,
904,"(1, 2, 0, -3)",-10634.64494,-9999,-9999,-10059.88865,-9999,-9999,-9999,-14404.53119,-9999,,,
905,"(1, 2, 0, -2)",-10123.5639,-46.01341811,-9999,-10219.20374,-9999,-9999,-10161.89249,-9999,-9999,,,
906,"(1, 2, 0, -1)",-506.9037585,-162.1530035,-543.9298187,-3985.990609,-54.45653476,-6602.757556,-4262.069544,-576.4246431,-427.1026434,,,
907,"(1, 2, 0, 0)",-101.6432062,-1193.128109,-1711.88534,-762.7586164,-1362.394156,-6410.388369,-588.6716008,-1647.68862,-683.3773054,,,
908,"(1, 2, 0, 1)",-2025.140939,-1602.730065,-673.6200634,-639.4663348,-1338.715592,-6333.797302,-4022.077452,-619.9888909,-737.2088113,,,
909,"(1, 2, 0, 2)",-9999,-9999,-9999,-8.411255128,-9999,-9999,-9999,-9999,-9999,,,
910,"(1, 2, 0, 3)",-66.73271344,-9999,-9999,-9999,-9999,-9999,-9999,-10020.44087,-9999,,,
911,"(1, 2, 0, 4)",-10253.45878,-10108.41586,-9999,-9999,-10098.9261,-9999,-9999,-9999,-9999,,,
912,"(1, 2, 0, 5)",-10012.35795,-10277.44858,-10091.03659,-10036.01869,-10005.34198,-9999,-9999,-9999,-10118.89841,,,
913,"(1, 2, 1, -5)",-9999,-10021.87217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
914,"(1, 2, 1, -4)",-10267.73361,-10195.87077,-10404.93037,-9999,-9999,-9999,-10262.85842,-9999,-9999,,,
915,"(1, 2, 1, -3)",-9999,-9999,-176.5084613,-9999,-9999,-9999,-9999,-9999,-9999,,,
916,"(1, 2, 1, -2)",-9999,-9999,-9999,-9999,-67.08652586,-9999,-9999,-9999,-9999,,,
917,"(1, 2, 1, -1)",-9999,-213.1091194,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
918,"(1, 2, 1, 0)",-9999,-9999,-9999,-9999,-9999,-9999,-550.6344897,-9999,-9999,,,
919,"(1, 2, 1, 1)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1080.881984,-9999,,,
920,"(1, 2, 1, 2)",-1016.535215,-9999,-9999,-9999,-9999,-9999,-9999,-55.38928042,-9999,,,
921,"(1, 2, 1, 3)",-9999,-9999,-9999,-9999,-10005.48205,-9999,-34.72582247,-9999,-9999,,,
922,"(1, 2, 1, 4)",-10009.57516,-10131.37619,-12518.13682,-9999,-9999,-9999,-9999,-9999,-9999,,,
923,"(1, 2, 1, 5)",-10014.2726,-10125.28715,-10059.9323,-9999,-9999,-9999,-9999,-10006.29411,-9999,,,
924,"(1, 2, 2, -5)",-10023.43241,-10021.37481,-10129.42254,-10035.63893,-10033.3165,-9999,-9999,-9999,-9999,,,
925,"(1, 2, 2, -4)",-10026.65516,-10010.34181,-9999,-9999,-9999,-10003.06823,-9999,-9999,-9999,,,
926,"(1, 2, 2, -3)",-9999,-9999,-9999,-9999,-9999,-304.3443628,-9999,-10193.30315,-9999,,,
927,"(1, 2, 2, -2)",-10018.10632,-9999,-9999,-10088.90168,-9999,-9999,-9999,-9999,-9999,,,
928,"(1, 2, 2, -1)",-9999,-9999,-9999,-9999,-9999,-150.8301698,-9999,-9999,-9999,,,
929,"(1, 2, 2, 0)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7010.761695,,,
930,"(1, 2, 2, 1)",-9999,-9999,-9999,-9999,-9999,-9999,-7003.931051,-9999,-9999,,,
931,"(1, 2, 2, 2)",-142.8407721,-9999,-9999,-9999,-9999,-10040.43705,-9999,-9999,-9999,,,
932,"(1, 2, 2, 3)",-9999,-9999,-9999,-9999,-9999,-10703.81552,-9999,-9999,-9999,,,
933,"(1, 2, 2, 4)",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
934,"(1, 2, 2, 5)",-10012.1026,-9999,-9999,-9999,-9999,-10130.08609,-9999,-9999,-9999,,,
935,"(1, 2, 3, -5)",-9999,-9999,-9999,-9999,-9999,-9999,-10019.62961,-9999,-9999,,,
936,"(1, 2, 3, -4)",-10023.57131,-10220.80844,-9999,-16298.37,-9999,-9999,-9999,-9999,-9999,,,
937,"(1, 2, 3, -3)",-10015.52368,-10735.98463,-138.3812091,-9999,-9999,-9999,-9999,-9999,-9999,,,
938,"(1, 2, 3, -2)",-10006.36311,-2845.26748,-9999,-9999,-9999,-9999,-16298.37,-9999,-9999,,,
939,"(1, 2, 3, -1)",-9999,-9999,-820.0506213,-7300.17,-9999,-9999,-9999,-9999,-9999,,,
